,Entretien
4203,INSPECTER VISUELLEMENT - RESSORT HÉLICOÏDAL (Coil spring)
4204,REMPLACER - FILAGE ÉLECTRIQUE
4205,REMPLACER - LUMIÈRE DE JOUR (Day running light)
4206,RÉPARER - INSTRUMENT TABLEAU DE BORD (Gauge dash)
4207,AJUSTER - SYSTÈME D'ALARME
4208,REMPLACER - COLONNE DE DIRECTION
4209,INSPECTER VISUELLEMENT - COMPOSANTE MAJEURE DU MOTEUR
4210,REMPLACER - BATTERIE
4211,RÉPARER - SYSTÈME D'ALLUMAGE
4212,REMPLACER - CHASSIS PIÈCE CARROSSERIE
4213,REMPLACER - FILAGE ÉLECTRIQUE
4214,REMPLACER - SYSTÈME DE KLAXON
4215,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
4216,REMPLACER - PNEU PNEU ROUE
4217,RÉPARER - ALTERNATEUR
4218,VÉRIFIER - CATALYSEUR
4219,VÉRIFIER - LUMIÈRE DE JOUR (Day running light)
4220,REMPLACER - CHASSIS PIÈCE CARROSSERIE
4221,INSPECTER VISUELLEMENT - DISQUES
4222,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
4223,REMPLACER - FLÈCHE SIGNALÉTIQUE
4224,REMPLACER - GYROPHARE,NETTOYER / LAVER - LUBRIFICATION
4225,REMPLACER - LIQUIDE REFROIDISSEMENT (entret.)+FILTRE
4226,REMPLACER - PNEU ROULEMENT DE ROUE (bearing de roue) ROUE
4227,REMPLACER - FLÈCHE SIGNALÉTIQUE
4228,REMPLACER - LUMIÈRE DE JOUR (Day running light)
4229,VÉRIFIER - SABOTS
4230,REMPLACER - BOYAUX
4231,REMPLACER - PNEU ROULEMENT DE ROUE (bearing de roue) ROUE
4232,REMPLACER - BATTERIE
4233,REMPLACER - CYLINDRE DE FREIN
4234,REMPLACER - DISQUES
4235,AJUSTER - AJUSTEMENT D'USAGE
4236,RÉPARER - FLÈCHE SIGNALÉTIQUE
4237,REMPLACER - DISQUES
4238,REMPLACER - TRANSMISSION HUILE (entretien) + FILTRE BOÎTE DE TRANSFERT,REMPLACER - CHASSIS PIÈCE CARROSSERIE
4239,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
4240,REMPLACER - DISQUES
4241,REMPLACER - VANAIR
4242,REMPLACER - FUITE HUILE
4243,REMPLACER - MAÎTRE CYLINDRE,REMPLACER - FUITE HUILE
4244,REMPLACER - TENSIONNEUR
4245,RECHERCHER PANNE (diagnostic) - CODE DÉFAUT MOTEUR (Fault code)
4246,REMPLACER - CODE DÉFAUT MOTEUR (Fault code)
4247,VÉRIFIER - CODE DÉFAUT MOTEUR (Fault code)
4248,REMPLACER - PNEU PNEU ROUE
4249,INSTALLER - FABRIQUE SYSTÈME ÉLECTRIQUE
4250,VÉRIFIER - CODE DÉFAUT MOTEUR (Fault code)
4251,REMPLACER - CODE DÉFAUT MOTEUR (Fault code)
4252,REMPLACER - LUMIÈRE DE JOUR (Day running light)
4253,REMPLACER - FILAGE ÉLECTRIQUE
4254,MODIFIER - FABRIQUE SYSTÈME ÉLECTRIQUE
4255,VÉRIFIER - FILAGE ÉLECTRIQUE
4256,REMPLACER - BATTERIE
4257,REMPLACER - ALTERNATEUR
4258,VÉRIFIER - CODE DÉFAUT MOTEUR (Fault code)
4259,REMPLACER - FILAGE ÉLECTRIQUE
4260,REMPLACER - BATTERIE
4261,REMPLACER - EMBOUT INTÉRIEUR
4262,RÉPARER - BOYAUX
4263,REMPLACER - PLAQUETTES,REMPLACER - FILAGE ÉLECTRIQUE
4264,REMPLACER - FUITE HUILE,REMPLACER - TAMBOURS
4265,REMPLACER - BATTERIE
4266,RÉPARER - SABOTS
4267,REMPLACER - ALTERNATEUR
4268,REMPLACER - VENTILATEUR
4269,REMPLACER - CODE DÉFAUT VANAIR (Fault code)
4270,REMPLACER - ESSUIE-GLACE,REMPLACER - TENSIONNEUR
4271,REMPLACER - ALTERNATEUR
4272,INSTALLER - FABRIQUE SYSTÈME ÉLECTRIQUE
4273,RÉPARER - CHASSIS PIÈCE CARROSSERIE
4274,REMPLACER - CHASSIS PIÈCE CARROSSERIE,REMPLACER - FABRIQUE SYSTÈME ÉLECTRIQUE
4275,NETTOYER / LAVER - PNEU ESSIEUX ROUE
4276,NETTOYER / LAVER - CHASSIS PIÈCE CARROSSERIE,RÉPARER - FILAGE ÉLECTRIQUE,RÉPARER - FILAGE ÉLECTRIQUE
4277,VÉRIFIER - BATTERIE
4278,REMPLACER - DÉMARREUR,REMPLACER - CODE DÉFAUT VANAIR (Fault code)
4279,REMPLACER - PNEU PNEU ROUE
4280,AJUSTER - RÉGLEUR (Slack ajuster)
4281,REMPLACER - JOINT ÉTANCHÉITÉ,RÉPARER - FUITE HUILE
4282,REMPLACER - FILAGE ÉLECTRIQUE
4283,REMPLACER - ALTERNATEUR
4284,VÉRIFIER - CHAUFFAGE CONTRÔLE SYSTÈME DE CLIMATISATION
4285,REMPLACER - TABLE DE SUSPENSION,RÉPARER - TRANSMISSION TRANSMISSION AUTOMATIQUE BOÎTE DE TRANSFERT
4286,REMPLACER - PNEU PNEU ROUE
4287,VÉRIFIER - CODE DÉFAUT MOTEUR (Fault code)
4288,REMPLACER - PNEU PNEU ROUE
4289,RÉPARER - CHAUFFAGE CONTRÔLE SYSTÈME DE CLIMATISATION
4290,AJUSTER - PNEU ROULEMENT DE ROUE (bearing de roue) ROUE,VÉRIFIER - MISE AU POINT (Tune -up)
4291,REMPLACER - LUMIÈRE DE JOUR (Day running light),REMPLACER - FUITE HUILE
4292,RÉPARER - TUYAUX ET BOYAUX
4293,REMPLACER - PLAQUETTES
4294,RECHERCHER PANNE (diagnostic) - VANAIR
4295,VÉRIFIER - SABOTS
4296,NETTOYER / LAVER - PNEU ROULEMENT DE ROUE (bearing de roue) ROUE
4297,RÉPARER - BOULON ET GOUJON,NETTOYER / LAVER - SABOTS,REMPLACER - POMPE À SERVO-DIRECTION
4298,RÉPARER - CODE DÉFAUT VANAIR (Fault code),RÉPARER - FILAGE ÉLECTRIQUE
4299,VÉRIFIER - CODE DÉFAUT MOTEUR (Fault code)
4300,SURVOLTER - BATTERIE
4301,REMPLACER - CHASSIS PIÈCE CARROSSERIE,REMPLACER - FABRIQUE SYSTÈME ÉLECTRIQUE
4302,REMPLACER - BATTERIE,VÉRIFIER - ALTERNATEUR
4303,RÉPARER - FABRIQUE SYSTÈME ÉLECTRIQUE,RÉPARER - FABRIQUE SYSTÈME ÉLECTRIQUE
4304,REMPLACER - PNEU PNEU ROUE
4305,RÉPARER - GYROPHARE
4306,AJUSTER - SABOTS,NETTOYER / LAVER - BATTERIE
4307,RÉPARER - MOTEUR DE CHAUFFERETTE,RÉPARER - FILAGE ÉLECTRIQUE,AJUSTER - SABOTS
4308,REMPLACER - PLAQUETTES,REMPLACER - PNEU PNEU ROUE
4309,INSTALLER - PNEU PNEU ROUE,NETTOYER / LAVER - TRANSMISSION HUILE (entretien) + FILTRE BOÎTE DE TRANSFERT
4310,VÉRIFIER - DÉMARREUR
4311,REMPLACER - ÉTRIERS
4312,RÉPARER - CYLINDRE DE LEVAGE,RÉPARER - POMPE À INJECTION,REMPLACER - CHASSIS PIÈCE CARROSSERIE
4313,RÉPARER - FILAGE ÉLECTRIQUE,AJUSTER - RÉGLEUR (Slack ajuster),REMPLACER - ESSUIE-GLACE,REMPLACER - TRANSMISSION ROULEMENT DE CENTRE (Bearing) BOÎTE DE TRANSFERT
4314,RÉPARER - ALTERNATEUR
4315,REMPLACER - PLAQUETTES,RÉPARER - LUBRIFICATION
4316,REMPLACER - MOTEUR DE CHAUFFERETTE
4317,NETTOYER / LAVER - DISQUES
4318,RÉPARER - JET DE LAVE-VITRE
4319,REMPLACER - BATTERIE,RÉPARER - FILAGE ÉLECTRIQUE
4320,INSTALLER - PNEU PNEU ROUE,NETTOYER / LAVER - TRANSMISSION TRANSMISSION AUTOMATIQUE BOÎTE DE TRANSFERT
4321,RÉPARER - RÉGLEUR (Slack ajuster)
4322,MODIFIER - TRANSMISSION ARBRE D'ENTRAÎNEMENT (Drive shaft) BOÎTE DE TRANSFERT,RÉPARER - CHASSIS PIÈCE CARROSSERIE,MODIFIER - BOYAUX À AIR
4323,REMPLACER - FABRIQUE SYSTÈME ÉLECTRIQUE
4324,AJUSTER - CHASSIS PIÈCE CARROSSERIE
4325,REMPLACER - ALTERNATEUR
4326,REMPLACER - GYROPHARE
4327,REMPLACER - AMORTISSEUR,REMPLACER - ESSUIE-GLACE,RÉPARER - FILAGE ÉLECTRIQUE
4328,RÉPARER - RÉSERVOIR À AIR
4329,REMPLACER - RÉSISTANCE,REMPLACER - CHASSIS PIÈCE CARROSSERIE
4330,REMPLACER - FILAGE ÉLECTRIQUE
4331,REMPLACER - AMORTISSEUR
4332,REMPLACER - ALTERNATEUR
4333,REMPLACER - ESSUIE-GLACE,REMPLACER - HUILE + FILTRE
4334,REMPLACER - PNEU HUILE (Bearing de roue) ROUE
4335,REMPLACER - MISE AU POINT (Tune -up)
4336,AJUSTER - AJUSTEMENT D'USAGE
4337,RÉPARER - FLÈCHE SIGNALÉTIQUE
4338,REMPLACER - TUYAUX ET BOYAUX
4339,REMPLACER - MISE AU POINT (Tune -up)
4340,REMPLACER - CHASSIS PIÈCE CARROSSERIE
4341,RÉPARER - TABLE DE SUSPENSION
4342,AJUSTER - CHASSIS PIÈCE CARROSSERIE
4343,INSTALLER - COMPOSANTE MAJEURE DU MOTEUR
4344,RÉPARER - FILAGE ÉLECTRIQUE
4345,REMPLACER - DISQUES
4346,REMPLACER - BOUCHONS
4347,RÉPARER - FILAGE ÉLECTRIQUE,RÉPARER - FILAGE ÉLECTRIQUE
4348,REMPLACER - BATTERIE
4349,REMPLACER - AMORTISSEUR,AJUSTER - SABOTS
4350,REMPLACER - ALTERNATEUR
4351,REMPLACER - GYROPHARE,INSTALLER - AJUSTEMENT D'USAGE
4352,RÉPARER - FILAGE ÉLECTRIQUE,RÉPARER - FILAGE ÉLECTRIQUE
4353,RÉPARER - FLÈCHE SIGNALÉTIQUE,REMPLACER - HUILE + FILTRE,AJUSTER - CHASSIS PIÈCE CARROSSERIE
4354,REMPLACER - HUILE + FILTRE,REMPLACER - MISE AU POINT (Tune -up),REMPLACER - PIN ET COUSSINET (Bushing de lame)
4355,RÉPARER - FILAGE ÉLECTRIQUE
4356,RÉPARER - TRANSMISSION TRANSMISSION AUTOMATIQUE BOÎTE DE TRANSFERT
4357,RÉPARER - AJUSTEMENT D'USAGE,REMPLACER - CHASSIS PIÈCE CARROSSERIE
4358,VÉRIFIER - ALTERNATEUR
4359,REMPLACER - ALTERNATEUR
4360,REMPLACER - AJUSTEMENT D'USAGE,REMPLACER - AJUSTEMENT D'USAGE
4361,VÉRIFIER - DISQUES
4362,AJUSTER - AJUSTEMENT D'USAGE
4363,AJUSTER - SYSTÈME D'ALARME,AJUSTER - CHASSIS PIÈCE CARROSSERIE
4364,REMPLACER - CAPTEUR
4365,REMPLACER - TRANSMISSION TRANSMISSION AUTOMATIQUE BOÎTE DE TRANSFERT,AJUSTER - RÉGLEUR (Slack ajuster)
4366,INSTALLER - AJUSTEMENT D'USAGE
4367,REMPLACER - PLAQUETTES,REMPLACER - FILAGE ÉLECTRIQUE
4368,RÉPARER - FILAGE ÉLECTRIQUE
4369,REMPLACER - PNEU PNEU ROUE
4370,RÉPARER - FILAGE ÉLECTRIQUE,REMPLACER - TRANSMISSION HUILE (entretien) + FILTRE BOÎTE DE TRANSFERT,AJUSTER - PNEU PNEU ROUE,RÉPARER - AIR DRYER,RÉPARER - FILAGE ÉLECTRIQUE
4371,RÉPARER - SYSTÈME DE VITRE ÉLECTRIQUE
4372,AJUSTER - PNEU PNEU ROUE,NETTOYER / LAVER - CAME EN S (S-Cam),AJUSTER - CAME EN S (S-Cam),RÉPARER - RÉSERVOIR À LAVE-VITRE,MODIFIER - GARDE
4373,RÉPARER - VANAIR,RÉPARER - ESSUIE-GLACE,REMPLACER - PNEU PNEU ROUE,REMPLACER - HUILE + FILTRE
4374,REMPLACER - CARBURANT+ FILTRE
4375,REMPLACER - PNEU PNEU ROUE,REMPLACER - HUILE + FILTRE,NETTOYER / LAVER - FUITE HUILE,REMPLACER - COUSSIN,REMPLACER - HUILE + FILTRE,REMPLACER - ESSUIE-GLACE
4376,RÉPARER - VANAIR,AJUSTER - CHASSIS PIÈCE CARROSSERIE,REMPLACER - HUILE + FILTRE,REMPLACER - PNEU PNEU ROUE
4377,REMPLACER - COUSSIN,AJUSTER - CHASSIS PIÈCE CARROSSERIE,REMPLACER - PNEU PNEU ROUE
4378,AJUSTER - CHASSIS PIÈCE CARROSSERIE,REMPLACER - PNEU PNEU ROUE,AJUSTER - CHASSIS PIÈCE CARROSSERIE
4379,REMPLACER - PNEU PNEU ROUE
4380,REMPLACER - PNEU PNEU ROUE,AJUSTER - CHASSIS PIÈCE CARROSSERIE,REMPLACER - COUSSIN
4381,REMPLACER - PNEU PNEU ROUE,AJUSTER - CHASSIS PIÈCE CARROSSERIE
4382,NETTOYER / LAVER - AIR DRYER,MODIFIER - PNEU PNEU ROUE,MODIFIER - VALVE DE SUSPENSION,AJUSTER - AIR DRYER
4383,RÉPARER - GYROPHARE
4384,INSPECTER VISUELLEMENT - PNEU ROULEMENT DE ROUE (bearing de roue) ROUE
4385,REMPLACER - DÉMARREUR
4386,REMPLACER - BATTERIE
4387,REMPLACER - CARBURANT+ FILTRE
4388,REMPLACER - MISE AU POINT (Tune -up)
4389,REMPLACER - FLÈCHE SIGNALÉTIQUE
4390,REMPLACER - VANAIR
4391,INSTALLER - AJUSTEMENT D'USAGE
4392,INSTALLER - AJUSTEMENT D'USAGE
4393,INSTALLER - AJUSTEMENT D'USAGE
4394,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
4395,REMPLACER - COMPOSANTE MAJEURE DU MOTEUR
4396,REMPLACER - SABOTS,REMPLACER - HUILE + FILTRE,REMPLACER - COUSSIN,REMPLACER - JOINT ÉTANCHÉITÉ,REMPLACER - HUILE + FILTRE
4397,REMPLACER - PNEU PNEU ROUE
4398,REMPLACER - MISE AU POINT (Tune -up)
4399,INSTALLER - PNEU PNEU ROUE
4400,REMPLACER - PNEU PNEU ROUE
4401,INSTALLER - PNEU PNEU ROUE
4402,INSTALLER - PNEU PNEU ROUE
4403,REMPLACER - PNEU PNEU ROUE
4404,REMPLACER - PNEU PNEU ROUE
4405,INSTALLER - PNEU PNEU ROUE
4406,INSTALLER - PNEU PNEU ROUE
4407,REMPLACER - PNEU PNEU ROUE
4408,INSTALLER - PNEU PNEU ROUE
4409,INSTALLER - PNEU PNEU ROUE
4410,INSTALLER - PNEU PNEU ROUE
4411,INSTALLER - PNEU PNEU ROUE
4412,INSTALLER - PNEU PNEU ROUE
4413,INSTALLER - PNEU PNEU ROUE
4414,REMPLACER - PNEU PNEU ROUE
4415,INSTALLER - PNEU PNEU ROUE
4416,REMPLACER - PNEU PNEU ROUE
4417,INSTALLER - PNEU PNEU ROUE
4418,INSTALLER - PNEU PNEU ROUE
4419,REMPLACER - PNEU PNEU ROUE
4420,INSTALLER - PNEU PNEU ROUE
4421,REMPLACER - PNEU PNEU ROUE
4422,REMPLACER - PNEU PNEU ROUE
4423,INSTALLER - PNEU PNEU ROUE
4424,INSTALLER - PNEU PNEU ROUE
4425,INSTALLER - PNEU PNEU ROUE
4426,INSTALLER - PNEU PNEU ROUE
4427,INSTALLER - PNEU PNEU ROUE
4428,REMPLACER - PNEU PNEU ROUE
4429,REMPLACER - PNEU PNEU ROUE
4430,INSTALLER - PNEU PNEU ROUE
4431,REMPLACER - PNEU PNEU ROUE
4432,INSTALLER - PNEU PNEU ROUE
4433,REMPLACER - PNEU PNEU ROUE
4434,REMPLACER - PNEU PNEU ROUE
4435,REMPLACER - PNEU PNEU ROUE
4436,REMPLACER - PNEU PNEU ROUE
4437,REMPLACER - PNEU PNEU ROUE
4438,REMPLACER - PNEU PNEU ROUE
4439,INSTALLER - PNEU PNEU ROUE
4440,REMPLACER - PNEU PNEU ROUE
4441,REMPLACER - DISQUES
4442,RÉPARER - ESPAR
4443,RÉPARER - SUPPORT D'ÉCHAPPEMENT
4444,NETTOYER / LAVER - CHASSIS PIÈCE CARROSSERIE,REMPLACER - DISQUES
4445,RÉPARER - VANAIR
4446,AJUSTER - TAMBOURS,RÉPARER - TRANSMISSION TRANSMISSION AUTOMATIQUE BOÎTE DE TRANSFERT,AJUSTER - PNEU PNEU ROUE,AJUSTER - COMPRESSEUR,RÉPARER - GYROPHARE,MODIFIER - VALVE DE SUSPENSION
4447,MODIFIER - TUYAUX,RÉPARER - HUILE + FILTRE,NETTOYER / LAVER - FUITE HUILE,VÉRIFIER - VANAIR
4448,AJUSTER - COMPRESSEUR,REMPLACER - SOUDEUSE
4449,RÉPARER - FABRIQUE SYSTÈME ÉLECTRIQUE,AJUSTER - PNEU ROULEMENT DE ROUE (bearing de roue) ROUE
4450,REMPLACER - CHASSIS PIÈCE CARROSSERIE
4451,VÉRIFIER - CODE DÉFAUT MOTEUR (Fault code)
4452,RÉPARER - FILAGE ÉLECTRIQUE
4453,REMPLACER - DISQUES,REMPLACER - BARRE D'ACCOUPLEMENT,REMPLACER - TENSIONNEUR
4454,REMPLACER - BRAS DE RENVOI
4455,REMPLACER - RÉSISTANCE
4456,AJUSTER - RÉGLEUR (Slack ajuster),AJUSTER - PNEU ROULEMENT DE ROUE (bearing de roue) ROUE
4457,MODIFIER - VALVE DE SUSPENSION,NETTOYER / LAVER - FUITE HUILE,AJUSTER - PNEU PNEU ROUE,VÉRIFIER - VANAIR,AJUSTER - COMPRESSEUR À AIR
4458,RÉPARER - CODE DÉFAUT MOTEUR (Fault code)
4459,REMPLACER - TRANSMISSION HUILE (entretien) + FILTRE BOÎTE DE TRANSFERT
4460,REMPLACER - ESSUIE-GLACE
4461,REMPLACER - ESSUIE-GLACE
4462,RÉPARER - CHASSIS PIÈCE CARROSSERIE,REMPLACER - ESSUIE-GLACE,NETTOYER / LAVER - CHASSIS INSPECTION VISUEL CARROSSERIE,NETTOYER / LAVER - BATTERIE
4463,REMPLACER - MISE AU POINT (Tune -up)
4464,RÉPARER - FUITE HUILE
4465,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
4466,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
4467,RÉPARER - FLÈCHE SIGNALÉTIQUE
4468,RÉPARER - FILAGE ÉLECTRIQUE,REMPLACER - PNEU PNEU ROUE,RÉPARER - SYSTÈME DE KLAXON
4469,RÉPARER - FILAGE ÉLECTRIQUE
4470,REMPLACER - CHASSIS PIÈCE CARROSSERIE,REMPLACER - RÉSISTANCE
4471,REMPLACER - COMPRESSEUR
4472,REMPLACER - TENSIONNEUR
4473,AJUSTER - FILAGE ÉLECTRIQUE
4474,NETTOYER / LAVER - ESPAR
4475,RÉPARER - GYROPHARE
4476,AJUSTER - PNEU PNEU ROUE,REMPLACER - SUPPORT D'ÉCHAPPEMENT
4477,REMPLACER - DISQUES
4478,RÉPARER - ESPAR,REMPLACER - FILAGE ÉLECTRIQUE
4479,REMPLACER - SABOTS
4480,REMPLACER - VANAIR
4481,REMPLACER - FILAGE ÉLECTRIQUE
4482,REMPLACER - GYROPHARE
4483,INSTALLER - AJUSTEMENT D'USAGE
4484,INSTALLER - AJUSTEMENT D'USAGE
4485,AJUSTER - CHASSIS PIÈCE CARROSSERIE
4486,PEINTURER - CHASSIS DÉMAQUILLER / IDENTIFIER CARROSSERIE
4487,RÉPARER - FABRIQUE SYSTÈME ÉLECTRIQUE
4488,REMPLACER - VANAIR
4489,REMPLACER - DISQUES
4490,REMPLACER - VANAIR
4491,RÉPARER - SUPPORT D'ÉCHAPPEMENT
4492,REMPLACER - FILAGE ÉLECTRIQUE
4493,AJUSTER - PNEU ROULEMENT DE ROUE (bearing de roue) ROUE,INSPECTER VISUELLEMENT - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
4494,PEINTURER - CHASSIS FINITION PEINTURE CARROSSERIE
4495,REMPLACER - CHASSIS PIÈCE CARROSSERIE
4496,REMPLACER - ESSUIE-GLACE,REMPLACER - AMORTISSEUR,REMPLACER - COMPOSANTE MAJEURE DU MOTEUR,RÉPARER - FILAGE ÉLECTRIQUE,INSTALLER - FILAGE ÉLECTRIQUE
4497,NETTOYER / LAVER - BATTERIE,RÉPARER - CHASSIS PIÈCE CARROSSERIE,RÉPARER - COMPRESSEUR
4498,REMPLACER - AXE DE FUSÉE (King pin),REMPLACER - TUYAUX
4499,REMPLACER - ALTERNATEUR
4500,NETTOYER / LAVER - ESPAR
4501,REMPLACER - BATTERIE
4502,REMPLACER - FABRIQUE SYSTÈME ÉLECTRIQUE
4503,NETTOYER / LAVER - TRANSMISSION TRANSMISSION AUTOMATIQUE BOÎTE DE TRANSFERT
4504,RÉPARER - ESPAR
4505,RÉPARER - VANAIR
4506,REMPLACER - GYROPHARE
4507,REMPLACER - INSTRUMENT TABLEAU DE BORD (Gauge dash)
4508,REMPLACER - LUMIÈRE DE JOUR (Day running light)
4509,REMPLACER - FABRIQUE SYSTÈME ÉLECTRIQUE
4510,RÉPARER - FILAGE ÉLECTRIQUE
4511,REMPLACER - SYSTÈME ESSUIE-GLACE ET LAVE VITRE
4512,PEINTURER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
4513,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
4514,REMPLACER - ESSUIE-GLACE
4515,REMPLACER - ESSUIE-GLACE
4516,REMPLACER - ESSUIE-GLACE,RÉPARER - ESPAR
4517,REMPLACER - RÉGLEUR (Slack ajuster)
4518,REMPLACER - ESSUIE-GLACE
4519,REMPLACER - CHANGEMENT D'HUILE
4520,REMPLACER - BRAS D'ESSUIE-GLACE
4521,REMPLACER - ALTERNATEUR
4522,REMPLACER - FABRIQUE SYSTÈME ÉLECTRIQUE
4523,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
4524,RÉPARER - TRANSMISSION REFROIDISSEMENT À HUILE (Oil cooler) BOÎTE DE TRANSFERT
4525,REMPLACER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
4526,RÉPARER - CHASSIS DÉMAQUILLER / IDENTIFIER CARROSSERIE
4527,REMPLACER - VANAIR
4528,REMPLACER - CHANGEMENT D'HUILE
4529,REMPLACER - DISQUES
4530,REMPLACER - PLAQUETTES
4531,REMPLACER - CHASSIS PIÈCE CARROSSERIE,REMPLACER - CHASSIS PIÈCE CARROSSERIE
4532,RÉPARER - RÉSERVOIR
4533,REMPLACER - CHASSIS PIÈCE CARROSSERIE
4534,REMPLACER - PNEU PNEU ROUE
4535,PEINTURER - CHASSIS DÉMAQUILLER / IDENTIFIER CARROSSERIE
4536,INSTALLER - CHASSIS PIÈCE CARROSSERIE
4537,INSTALLER - CHASSIS PIÈCE CARROSSERIE
4538,INSTALLER - AJUSTEMENT D'USAGE
4539,REMPLACER - FILAGE ÉLECTRIQUE
4540,REMPLACER - ALTERNATEUR
4541,MODIFIER - ESPAR
4542,REMPLACER - GYROPHARE
4543,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
4544,NETTOYER / LAVER - ESPAR
4545,REMPLACER - GYROPHARE
4546,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
4547,PEINTURER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
4548,REMPLACER - SYSTÈME D'ALARME
4549,RÉPARER - SYSTÈME DE CAMÉRA
4550,REMPLACER - JET DE LAVE-VITRE
4551,REMPLACER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
4552,REMPLACER - PNEU PNEU ROUE
4553,RÉPARER - CODE DÉFAUT VANAIR (Fault code)
4554,MODIFIER - CHASSIS DÉMAQUILLER / IDENTIFIER CARROSSERIE
4555,REMPLACER - ESSUIE-GLACE,REMPLACER - COMPOSANTE MAJEURE DU MOTEUR,REMPLACER - JET DE LAVE-VITRE
4556,REMPLACER - TENSIONNEUR
4557,REMPLACER - ALTERNATEUR
4558,REMPLACER - ALTERNATEUR
4559,REMPLACER - BATTERIE
4560,REMPLACER - CHASSIS PIÈCE CARROSSERIE,REMPLACER - GYROPHARE
4561,REMPLACER - POMPE À SERVO-DIRECTION
4562,AJUSTER - CHASSIS PIÈCE CARROSSERIE
4563,RÉPARER - TUYAUX ET BOYAUX
4564,AJUSTER - SABOTS
4565,RÉPARER - PNEU PNEU ROUE
4566,REMPLACER - CHASSIS PIÈCE CARROSSERIE,REMPLACER - ESSUIE-GLACE,NETTOYER / LAVER - SABOTS,RÉPARER - FILAGE ÉLECTRIQUE,VÉRIFIER - FILAGE ÉLECTRIQUE
4567,REMPLACER - CHASSIS PIÈCE CARROSSERIE,REMPLACER - LUMIÈRE DE JOUR (Day running light),AJUSTER - COMPRESSEUR
4568,RÉPARER - FILAGE ÉLECTRIQUE,REMPLACER - CHASSIS PIÈCE CARROSSERIE
4569,NETTOYER / LAVER - DISQUES
4570,REMPLACER - LUMIÈRE DE JOUR (Day running light)
4571,INSTALLER - MISE AU POINT (Tune -up)
4572,REMPLACER - MISE AU POINT (Tune -up)
4573,REMPLACER - MISE AU POINT (Tune -up),REMPLACER - CHASSIS PIÈCE CARROSSERIE
4574,PEINTURER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
4575,PEINTURER - CHASSIS DÉMAQUILLER / IDENTIFIER CARROSSERIE
4576,REMPLACER - BATTERIE
4577,RÉPARER - FILAGE ÉLECTRIQUE
4578,REMPLACER - VANAIR
4579,REMPLACER - SYSTÈME D'ALARME
4580,REMPLACER - SYSTÈME D'ALARME
4581,REMPLACER - SYSTÈME D'ALARME
4582,RÉPARER - FILAGE ÉLECTRIQUE
4583,RÉPARER - CHASSIS PIÈCE CARROSSERIE
4584,REMPLACER - TRANSMISSION CONTRÔLE BOÎTE DE TRANSFERT
4585,REMPLACER - GYROPHARE
4586,REMPLACER - FUITE HUILE
4587,RECHERCHER PANNE (diagnostic) - ESPAR
4588,REMPLACER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
4589,REMPLACER - FILAGE ÉLECTRIQUE
4590,REMPLACER - BATTERIE
4591,RÉPARER - TUYAUX
4592,RÉPARER - FUITE HUILE,REMPLACER - TRANSMISSION HUILE (entretien) + FILTRE BOÎTE DE TRANSFERT
4593,RÉPARER - BRAS D'ESSUIE-GLACE
4594,REMPLACER - GYROPHARE,REMPLACER - PLAQUETTES
4595,INSPECTER VISUELLEMENT - CHASSIS INSPECTION VISUEL CARROSSERIE
4596,INSTALLER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
4597,RÉPARER - AJUSTEMENT D'USAGE
4598,INSTALLER - CHASSIS PIÈCE CARROSSERIE
4599,REMPLACER - DÉMARREUR,REMPLACER - TENSIONNEUR
4600,RÉPARER - BOYAUX À AIR
4601,REMPLACER - CHASSIS PIÈCE CARROSSERIE,REMPLACER - CHASSIS PIÈCE CARROSSERIE
4602,PEINTURER - CHASSIS DÉMAQUILLER / IDENTIFIER CARROSSERIE
4603,REMPLACER - CHASSIS PIÈCE CARROSSERIE
4604,Autre - Véh. Divers
4605,REMPLACER - SYSTÈME D'ALARME
4606,VÉRIFIER - COMPOSANTE MAJEURE DU MOTEUR
4607,DÉBOSSELER - CHASSIS DÉMAQUILLER / IDENTIFIER CARROSSERIE
