,Entretien
443,REMPLACER - CÂBLES ÉLECTRIQUE
444,REMPLACER - VÉRIN HYDRAULIQUE DU TAILGATE
445,RECHERCHER PANNE (DIAGNOSTIQUE) - RADIO COM,RECHERCHER PANNE (DIAGNOSTIQUE) - FILAGE ÉLECTRIQUE
446,SURVOLTER - BATTERIE DU VÉHICULE
447,REMPLACER - SEAL
448,RECHERCHER PANNE (DIAGNOSTIQUE) - UNITÉ COMPLÈTE
449,RECHERCHER PANNE (DIAGNOSTIQUE) - UNITÉ COMPLÈTE
450,REMPLACER - LUMIÈRE DE LECTURE
451,REMPLACER - MIROIR
452,IDENTIFIER - ADAPTATEUR
453,REMPLACER - CARROSSERIE GÉNÉRALE
454,RÉPARER - SYSTÈME D'ESSUIE-GLACE
455,REMPLACER - CARROSSERIE GÉNÉRALE
456,REMPLACER - SOUPAPE À AIR
457,REMPLACER - ESSUIE-GLACE
458,RÉPARER - PNEU ARRIÈRE
459,REMPLACER - DÔME,REMPLACER - FEUX D'ARRÊT
460,REMPLACER - ESSUIE-GLACE
461,REMPLACER - FEUX DE CROISEMENT,REMPLACER - ESSUIE-GLACE
462,RÉPARER - TUYAUTERIE
463,RÉPARER - TUYAUTERIE
464,REMPLACER - SYSTÈME D'ALARME
465,RÉPARER - BATTERIE DU VÉHICULE,RÉPARER - SYSTÈME D'ESSUIE-GLACE
466,RECHERCHER PANNE (DIAGNOSTIQUE) - CABURANT,SURVOLTER - BATTERIE DU VÉHICULE
467,REMPLACER - DÉMARREUR
468,AJUSTER - COLLET
469,RÉPARER - CARROSSERIE GÉNÉRALE
470,RECHERCHER PANNE (DIAGNOSTIQUE) - LUMIÈRE DE ROUTE,RECHERCHER PANNE (DIAGNOSTIQUE) - RÉSONNATEUR
471,VÉRIFIER - COMPRESSEUR À AIR
472,RECHERCHER PANNE (DIAGNOSTIQUE) - POMPE À ESSENCE HP
473,REMPLACER - BATTERIE AUXILIAIRE
474,NETTOYER / LAVER - ESSUIE-GLACE
475,REMPLACER - JAUGE DE PRESSION
476,IDENTIFIER - CARROSSERIE GÉNÉRALE
477,REMPLACER - BATTERIE DU VÉHICULE
478,REMPLACER - CAPTEUR D'OXYGÈNE,RECHERCHER PANNE (DIAGNOSTIQUE) - CAPTEUR D'OXYGÈNE,REMPLACER - VALVE TPMS
479,RECHERCHER PANNE (DIAGNOSTIQUE) - ESSUIE-GLACE
480,RECHERCHER PANNE (DIAGNOSTIQUE) - BOYAUX
481,REMPLACER - LUMIÈRE DE ROUTE,NETTOYER / LAVER - CONNECTEUR (SOCKET) (DE LUMIÈRE)
482,RÉPARER - PRISE 12 VOLTS
483,REMPLACER - LUMIÈRE DE JOUR (DAY RUNNING LIGHT)
484,VÉRIFIER - VENTILATEUR DU MOTEUR,VÉRIFIER - RADIATEUR DU VÉHICULE
485,REMPLACER - POMPE À SERVO-DIRECTION
486,REMPLACER - AIR DRYER
487,RÉPARER - MODULE ÉLECTRONIQUE
488,IDENTIFIER - CARROSSERIE GÉNÉRALE
489,RÉPARER - TUYAUX À ESSENCE
490,RECHERCHER PANNE (DIAGNOSTIQUE) - COLLET
491,REMPLACER - BATTERIE DU VÉHICULE
492,AJUSTER - COLLET
493,REPOSITIONNER - JET DE LAVE-VITRE,REMPLACER - BATTERIE DU VÉHICULE,REMPLACER - LOQUET
494,RECHERCHER PANNE (DIAGNOSTIQUE) - CONNECTEUR (SOCKET)
495,REMPLACER - BATTERIE DU VÉHICULE
496,REMPLACER - AIR DRYER,NETTOYER / LAVER - AIR DRYER
497,RÉPARER - RÉSERVOIR DE CARBURANT
498,REPROGRAMMER - CONVERTISSEUR DE COURANT
499,REMPLACER - BOUTON/ CONTRÔLE,RECHERCHER PANNE (DIAGNOSTIQUE) - BOUTON/ CONTRÔLE
500,RECHERCHER PANNE (DIAGNOSTIQUE) - BATTERIE DU VÉHICULE
501,AJUSTER - CAP D'ESSIEU,AJUSTER - PNEU ARRIÈRE,REMPLACER - RÉFLECTEUR
502,REMPLACER - CLIGNOTANT,REMPLACER - PLAFONNIER
503,REMPLACER - PNEU AVANT
504,RECHERCHER PANNE (DIAGNOSTIQUE) - CONTRÔLE
505,INSPECTER VISUELLEMENT - ATTELAGE REMORQUE
506,VÉRIFIER - MODULE ABS
507,REMPLACER - PISTON
508,RECHERCHER PANNE (DIAGNOSTIQUE) - BATTERIE DU VÉHICULE
509,RECHERCHER PANNE (DIAGNOSTIQUE) - BATTERIE DU VÉHICULE
510,RÉPARER - SOUPAPE
511,REMPLACER - PNEU ARRIÈRE
512,REMPLACER - PÉDALE
513,REMPLACER - CLIGNOTANT
514,AJUSTER - BANC D'AMÉNAGEMENT
515,RÉPARER - BOYAUX
516,REMPLACER - CARROSSERIE GÉNÉRALE
517,RECHERCHER PANNE (DIAGNOSTIQUE) - RÉSERVOIR
518,VÉRIFIER - RÉSERVOIR DE CARBURANT
519,RECHERCHER PANNE (DIAGNOSTIQUE) - CLUSTER
520,REMPLACER - COURROIE MOTEUR
521,INSTALLER - FIXATION
522,REMPLACER - LUMIÈRE DE FREINS ARRIÈRE,INSTALLER - RÉFLECTEUR,AJUSTER - BEARING ARRIÈRE,RÉPARER - PROJECTEUR
523,REMPLACER - BATTERIE DU VÉHICULE
524,REMPLACER - CAPOT
525,RÉPARER - ESSUIE-GLACE
526,RÉPARER - MODULE ÉLECTRONIQUE
527,INSPECTER VISUELLEMENT - MOTEUR DE CHAUFFERETTE
528,REMPLACER - COURROIE MOTEUR
529,NETTOYER / LAVER - CONNECTEUR (SOCKET),REMPLACER - BATTERIE AUXILIAIRE
530,REMPLACER - SYSTÈME DE LAVE-VITRE
531,REMPLACER - INTERRUPTEUR
532,REMPLACER - SYSTÈME DE KLAXON,REMPLACER - CAPOT,REMPLACER - AMORTISSEUR,AJUSTER - COLLET,RÉPARER - GYROPHARE
533,AJUSTER - BANC D'AMÉNAGEMENT,LUBRIFIER/GRAISSER - BANC D'AMÉNAGEMENT
534,RÉPARER - BOYAUX
535,MODIFIER - FILAGE ÉLECTRIQUE
536,AJUSTER - BOULONNERIE,REMPLACER - VENTILATEUR DU MOTEUR
537,REMPLACER - GAZ RÉFRIGÉRANT
538,VÉRIFIER - BARRE D'ACCOUPLEMENT
539,RECHERCHER PANNE (DIAGNOSTIQUE) - PENTURE
540,RECHERCHER PANNE (DIAGNOSTIQUE) - CONVERTISSEUR DE COURANT
541,VÉRIFIER - DISQUES AVANT
542,REPOSITIONNER - BOYAUX À AIR,AJUSTER - BEARING ARRIÈRE,REMPLACER - ESSUIE-GLACE,REMPLACER - LUMIÈRE DE TABLEAU DE BORD,REMPLACER - FINITION INTÉRIEUR,REMPLACER - LUMIÈRE DE LICENSE,NETTOYER / LAVER - VALVE TPMS
543,REMPLACER - TRIM,RÉPARER - RÉSERVOIR DE CARBURANT,RECHERCHER PANNE (DIAGNOSTIQUE) - GYROPHARE,REMPLACER - VALVE MODULATEUR
544,REMPLACER - DISQUES ARRIÈRE
545,RECHERCHER PANNE (DIAGNOSTIQUE) - BOYAUX
546,REMPLACER - POMPE À EAU
547,NETTOYER / LAVER - CONNECTEUR (SOCKET),REMPLACER - BATTERIE DU VÉHICULE
548,REMPLACER - TUYAUTERIE
549,VÉRIFIER - RÉSERVOIR
550,REMPLACER - BOYAUX
551,RECHERCHER PANNE (DIAGNOSTIQUE) - DÉMARREUR
552,RÉPARER - MODULE ÉLECTRONIQUE
553,RECHERCHER PANNE (DIAGNOSTIQUE) - CONNECTEUR (SOCKET) (DE LUMIÈRE)
554,RECHERCHER PANNE (DIAGNOSTIQUE) - ESSUIE-GLACE,RECHERCHER PANNE (DIAGNOSTIQUE) - VÉRIN HYDRAULIQUE DU TAILGATE,RÉPARER - FILAGE ÉLECTRIQUE
555,REMPLACER - COMPRESSEUR À AIR
556,RECHERCHER PANNE (DIAGNOSTIQUE) - BOYAUX,REMPLACER - JOINT DE ROUE
557,REMPLACER - CONTRÔLE (REMOTE)
558,INSTALLER - CARROSSERIE GÉNÉRALE
559,REMPLACER - PANNE À L'HUILE
560,RÉPARER - PARECHOC
561,FABRIQUER - CAPOT
562,RECHERCHER PANNE (DIAGNOSTIQUE) - SYSTÈME EGR
563,INSPECTER VISUELLEMENT - RÉSERVOIR
564,RECHERCHER PANNE (DIAGNOSTIQUE) - BOUTON/ CONTRÔLE
565,REMPLACER - AMORTISSEUR
566,RECHERCHER PANNE (DIAGNOSTIQUE) - LUMIÈRE DE LICENSE
567,RECHERCHER PANNE (DIAGNOSTIQUE) - COMPRESSEUR À AIR
568,REMPLACER - MOTEUR DE CHAUFFERETTE,REMPLACER - BOYAUX D'ÉCHAPPEMENT,RÉPARER - CONNECTEUR (SOCKET)
569,VÉRIFIER - DÉMARREUR
570,RECHERCHER PANNE (DIAGNOSTIQUE) - UNITÉ COMPLÈTE
571,RECHERCHER PANNE (DIAGNOSTIQUE) - COMPRESSEUR À AIR
572,RÉPARER - SOUPAPE
573,VÉRIFIER - CAMÉRA DE RECUL
574,VÉRIFIER - SOUPAPE D'EXPANSION (EXPANSION VALVE)
575,MODIFIER - SYSTÈME D'ALARME
576,REMPLACER - INTAKE,AJUSTER - BATTERIE AUXILIAIRE
577,RECHERCHER PANNE (DIAGNOSTIQUE) - LUMIÈRE DE ROUTE
578,REMPLACER - PLAQUETTES ARRIÈRE
579,REPOSITIONNER - FILAGE ÉLECTRIQUE
580,RECHERCHER PANNE (DIAGNOSTIQUE) - CAPTEUR DE TEMPÉRATURE,RECHERCHER PANNE (DIAGNOSTIQUE) - ALTERNATEUR
581,REMPLACER - COLLET
582,REMPLACER - BATTERIE AUXILIAIRE,RÉPARER - UNITÉ COMPLÈTE
583,REMPLACER - BOUGIE
584,RÉPARER - BOUTON/ CONTRÔLE,REMPLACER - CAPTEUR ABS
585,VÉRIFIER - UNITÉ COMPLÈTE,VÉRIFIER - BEARING AVANT
586,REMPLACER - AMORTISSEUR
587,REMPLACER - PLAQUETTES AVANT
588,VÉRIFIER - TUYAUTERIE
589,REMPLACER - DISQUES AVANT,REMPLACER - PLAQUETTES AVANT
590,REMPLACER - BOYAUX
591,REMPLACER - DISQUES ARRIÈRE,REMPLACER - DISQUES AVANT,LUBRIFIER/GRAISSER - LEVIER DE FREIN À MAIN
592,RÉPARER - LUMIÈRE DE SCÈNE,REMPLACER - AVERTISSEUR DE RECUL (BACKUP ALARM),REPOSITIONNER - MARCHE PIED ARRIÈRE
593,REPOSITIONNER - POMPE À ESSENCE,VÉRIFIER - POMPE À ESSENCE,AJUSTER - BOYAUX PRISE D'AIR
594,RÉPARER - RÉSERVOIR À LAVE-VITRE
595,REMPLACER - RÉSISTANCE DE VENTILATEUR,REMPLACER - VENTILATEUR,MODIFIER - FILAGE ÉLECTRIQUE,REMPLACER - CONNECTEUR (SOCKET)
596,REMPLACER - DISQUES ARRIÈRE
597,RECHERCHER PANNE (DIAGNOSTIQUE) - GYROPHARE
598,REPROGRAMMER - MODULE ÉLECTRONIQUE
599,REMPLACER - SYSTÈME DE KLAXON
600,REMPLACER - SYSTÈME DE KLAXON
601,REMPLACER - DISQUES ARRIÈRE,REMPLACER - PLAQUETTES ARRIÈRE
602,RECHERCHER PANNE (DIAGNOSTIQUE) - BATTERIE AUXILIAIRE
603,RECHERCHER PANNE (DIAGNOSTIQUE) - THERMOSTAT
604,RECHERCHER PANNE (DIAGNOSTIQUE) - THERMOSTAT
605,REMPLACER - CAPTEUR DE CAME (CAM SENSOR)
606,RECHERCHER PANNE (DIAGNOSTIQUE) - BATTERIE DU VÉHICULE
607,REMPLACER - DISQUES ARRIÈRE
608,AJUSTER - SABOTS ARRIÈRE
609,REMPLACER - DISQUES ARRIÈRE
610,REMPLACER - DISQUES AVANT,REMPLACER - PLAQUETTES ARRIÈRE,REMPLACER - DISQUES ARRIÈRE
611,REMPLACER - PLAFONNIER
612,NETTOYER / LAVER - MODULE ÉLECTRONIQUE
613,NETTOYER / LAVER - PLAQUETTES ARRIÈRE,REMPLACER - PLAQUETTES ARRIÈRE
614,REMPLACER - PLAQUETTES ARRIÈRE,REMPLACER - DISQUES ARRIÈRE
615,RÉPARER - BOYAUX À AIR
616,REMPLACER - PNEU ARRIÈRE
617,RECHERCHER PANNE (DIAGNOSTIQUE) - BOUTON/ CONTRÔLE
618,REMPLACER - SYSTÈME DE VENTILATEUR (MOTEUR)
619,VÉRIFIER - CÔNE (SUPPORT)
620,RECHERCHER PANNE (DIAGNOSTIQUE) - TABLE DE SUSPENSION AVANT
621,REMPLACER - FREIN COMPLET
622,MODIFIER - UNITÉ COMPLÈTE
623,RECHERCHER PANNE (DIAGNOSTIQUE) - CARROSSERIE GÉNÉRALE
624,REMPLACER - RADIATEUR DU VÉHICULE
625,RECHERCHER PANNE (DIAGNOSTIQUE) - CLUSTER
626,REMPLACER - DISQUES ARRIÈRE
627,RECHERCHER PANNE (DIAGNOSTIQUE) - JOINT DE ROUE
628,REMPLACER - ÉTRIER AVANT,REMPLACER - PLAQUETTES AVANT,REMPLACER - BATTERIE DU VÉHICULE
629,REMPLACER - DISQUES ARRIÈRE
630,REMPLACER - BATTERIE DU VÉHICULE
631,REMPLACER - INJECTEUR
632,NETTOYER / LAVER - PLAQUETTES ARRIÈRE,REMPLACER - PLAQUETTES ARRIÈRE
633,REMPLACER - BATTERIE DU VÉHICULE
634,AJUSTER - BANC D'AMÉNAGEMENT
635,REMPLACER - CAPTEUR D'OXYGÈNE
636,REMPLACER - PNEU AVANT
637,REMPLACER - DISQUES AVANT
638,FABRIQUER - CYLINDRE DE LEVAGE
639,RECHERCHER PANNE (DIAGNOSTIQUE) - FLÈCHE SIGNALÉTIQUE
640,SURVOLTER - BATTERIE DU VÉHICULE
641,NETTOYER / LAVER - PLAQUETTES ARRIÈRE,REMPLACER - PLAQUETTES ARRIÈRE
642,REMPLACER - CAMÉRA DE RECUL
643,REMPLACER - TENSIONNEUR,REMPLACER - COURROIE POWER STEERING
644,REMPLACER - PNEU ARRIÈRE
645,RECHERCHER PANNE (DIAGNOSTIQUE) - FILAGE ÉLECTRIQUE
646,REMPLACER - POMPE
647,INSTALLER - PNEU ARRIÈRE
648,REMPLACER - BATTERIE DU VÉHICULE
649,RECHERCHER PANNE (DIAGNOSTIQUE) - BATTERIE AUXILIAIRE
650,REMPLACER - AVERTISSEUR DE RECUL (BACKUP ALARM)
651,REMPLACER - MOTEUR DE CHAUFFERETTE
652,REMPLACER - BARRE STABILISATRICE
653,RECHERCHER PANNE (DIAGNOSTIQUE) - CAME EN S (S-CAM)
654,REMPLACER - FREIN COMPLET
655,NETTOYER / LAVER - FREIN COMPLET,RECHERCHER PANNE (DIAGNOSTIQUE) - FREIN COMPLET,ESSAI  ROUTIER - FREIN COMPLET
656,REMPLACER - PLAQUETTES ARRIÈRE,REPOSITIONNER - CYLINDRE DE SUPPORT À ÉCHELLE,REMPLACER - DISQUES ARRIÈRE
657,REMPLACER - TUYAUTERIE
658,REPOSITIONNER - TRIM,REPOSITIONNER - PRISE (AUTRE)
659,RECHERCHER PANNE (DIAGNOSTIQUE) - CAPTEUR D'OXYGÈNE,REMPLACER - CAPTEUR D'OXYGÈNE
660,REMPLACER - DISQUES ARRIÈRE
661,REMPLACER - GOUPILLE (PIN)
662,REMPLACER - PLAQUETTES ARRIÈRE,NETTOYER / LAVER - PLAQUETTES ARRIÈRE
663,AJUSTER - BANC D'AMÉNAGEMENT
664,REMPLACER - BATTERIE DU VÉHICULE,REMPLACER - SEAL (AUTRE)
665,REMPLACER - BATTERIE DU VÉHICULE
666,RECHERCHER PANNE (DIAGNOSTIQUE) - COMPRESSEUR
667,RECHERCHER PANNE (DIAGNOSTIQUE) - ALTERNATEUR
668,AJUSTER - BOYAUX
669,RECHERCHER PANNE (DIAGNOSTIQUE) - UNITÉ COMPLÈTE
670,RECHERCHER PANNE (DIAGNOSTIQUE) - GYROPHARE
671,REMPLACER - TUYAUTERIE,REMPLACER - CAPTEUR D'OXYGÈNE,REMPLACER - ÉCHELLE (SUPPORT)
672,RECHERCHER PANNE (DIAGNOSTIQUE) - RELAIS
673,ESSAI  ROUTIER - TRANSMISSION AUTOMATIQUE,INSPECTER VISUELLEMENT - TRANSMISSION AUTOMATIQUE,RECHERCHER PANNE (DIAGNOSTIQUE) - TRANSMISSION AUTOMATIQUE
674,REMPLACER - BATTERIE DU VÉHICULE
675,RECHERCHER PANNE (DIAGNOSTIQUE) - POMPE À ESSENCE
676,REMPLACER - POMPE À ESSENCE
677,RECHERCHER PANNE (DIAGNOSTIQUE) - CONVERTISSEUR DE COURANT,RÉPARER - CONVERTISSEUR DE COURANT
678,REMPLACER - SOLÉNOÏDE,REMPLACER - GASKET,REMPLACER - FILTRE À HUILE
679,VÉRIFIER - PRISE 12 VOLTS
680,RECHERCHER PANNE (DIAGNOSTIQUE) - BATTERIE DU VÉHICULE
681,NETTOYER / LAVER - DISQUES ARRIÈRE,NETTOYER / LAVER - PLAQUETTES ARRIÈRE,NETTOYER / LAVER - PLAQUETTES AVANT,NETTOYER / LAVER - DISQUES AVANT
682,RECHERCHER PANNE (DIAGNOSTIQUE) - POMPE
683,RECHERCHER PANNE (DIAGNOSTIQUE) - COMPRESSEUR
684,LUBRIFIER/GRAISSER - PORTE
685,REMPLACER - TUYAUX À ESSENCE
686,MODIFIER - SIÈGE DE VÉHICULE
687,REPOSITIONNER - TUBE DIPSTICK
688,REMPLACER - AIR DRYER
689,RÉPARER - FILAGE ÉLECTRIQUE,REMPLACER - AVERTISSEUR DE RECUL (BACKUP ALARM)
690,RECHERCHER PANNE (DIAGNOSTIQUE) - BATTERIE AUXILIAIRE
691,RECHERCHER PANNE (DIAGNOSTIQUE) - CAPTEUR D'OXYGÈNE,REMPLACER - SYSTÈME EVAP,REMPLACER - CAPTEUR D'OXYGÈNE,RECHERCHER PANNE (DIAGNOSTIQUE) - SYSTÈME EVAP,REMPLACER - BOÎTIER DE DIRECTION (STEERING BOX)
692,REMPLACER - SERVO-FREIN (HYDRA BOOST)
693,REMPLACER - ALTERNATEUR
694,REMPLACER - GYROPHARE
695,REMPLACER - COLLET
696,RECHERCHER PANNE (DIAGNOSTIQUE) - CAPTEUR DE CAME (CAM SENSOR)
697,RECHERCHER PANNE (DIAGNOSTIQUE) - INJECTEUR
698,REMPLACER - INJECTEUR
699,REMPLACER - BATTERIE DU VÉHICULE
700,REMPLACER - RÉCEPTEUR (BOOSTER)
701,RECHERCHER PANNE (DIAGNOSTIQUE) - AVERTISSEUR DE RECUL (BACKUP ALARM)
702,INSTALLER - BATTERIE DU VÉHICULE,REMPLACER - BATTERIE DU VÉHICULE
703,LUBRIFIER/GRAISSER - FREIN COMPLET
704,REMPLACER - DISQUES AVANT
705,REMPLACER - DISQUES ARRIÈRE
706,REMPLACER - ÉTRIER AVANT,REMPLACER - DISQUES AVANT,REMPLACER - PLAQUETTES AVANT
707,REMPLACER - DISQUES ARRIÈRE
708,REMPLACER - SILENCIEUX,REMPLACER - RÉSONNATEUR,REMPLACER - TUYAUTERIE
709,REMPLACER - COLLET
710,REMPLACER - DISQUES ARRIÈRE,REMPLACER - PLAQUETTES ARRIÈRE
711,RECHERCHER PANNE (DIAGNOSTIQUE) - BOYAUX
712,REMPLACER - CONDENSEUR
713,RECHERCHER PANNE (DIAGNOSTIQUE) - AXE DE FUSÉE (KING PIN)
714,REMPLACER - BRAS DE RENVOI,REPROGRAMMER - CAPTEUR DE VILBREQUIN (CRANK SENSOR),RÉPARER - FILAGE ÉLECTRIQUE,REMPLACER - PIT MAN ARM
715,REMPLACER - MOTEUR DE CHAUFFERETTE,RECHERCHER PANNE (DIAGNOSTIQUE) - VOLANT
716,LUBRIFIER/GRAISSER - COFFRE (HAYON)
717,AJUSTER - FILTRE À HUILE
718,RECHERCHER PANNE (DIAGNOSTIQUE) - PORTE,RECHERCHER PANNE (DIAGNOSTIQUE) - BATTERIE AUXILIAIRE
719,RECHERCHER PANNE (DIAGNOSTIQUE) - SOLÉNOÏDE
720,RECHERCHER PANNE (DIAGNOSTIQUE) - POMPE À INJECTION
721,RÉPARER - TABLE/TABLETTE
722,REMPLACER - DISQUES AVANT,REMPLACER - DISQUES ARRIÈRE
723,REMPLACER - PROJECTEUR
724,RECHERCHER PANNE (DIAGNOSTIQUE) - POMPE HYDRAULIQUE
725,REMPLACER - GASKET PANNE À L'HUILE
726,REMPLACER - PLAQUETTES AVANT
727,REMPLACER - RELAIS
728,REMPLACER - BATTERIE DU VÉHICULE
729,REMPLACER - POMPE À SERVO-DIRECTION
730,REMPLACER - BATTERIE DU VÉHICULE,RECHERCHER PANNE (DIAGNOSTIQUE) - BATTERIE DU VÉHICULE
731,REMPLACER - DISQUES AVANT,REMPLACER - DISQUES ARRIÈRE,REMPLACER - BEARING AVANT,REMPLACER - FREIN COMPLET,REMPLACER - FREIN COMPLET,REMPLACER - FREIN COMPLET
732,REMPLACER - BATTERIE DU VÉHICULE
733,REMPLACER - BAGUE,REMPLACER - PNEU ARRIÈRE
734,RÉPARER - FEUX DE CROISEMENT
735,RÉPARER - CÂBLES ÉLECTRIQUE
736,REMPLACER - DISQUES AVANT
737,REPOSITIONNER - TRIM
738,REMPLACER - CAPTEUR D'OXYGÈNE
739,RECHERCHER PANNE (DIAGNOSTIQUE) - PIÈCES CONNEXE DE SUSPENSION,REMPLACER - PIÈCES CONNEXE DE SUSPENSION,ESSAI  ROUTIER - PIÈCES CONNEXE DE SUSPENSION
740,REMPLACER - SOUPAPE À AIR
741,REMPLACER - BOYAUX
742,REMPLACER - FLÈCHE SIGNALÉTIQUE
743,REMPLACER - PLAQUETTES ARRIÈRE
744,REMPLACER - BUSHING,REMPLACER - BUSHING,REMPLACER - RADIO COM
745,REMPLACER - DISQUES AVANT
746,REMPLACER - AMORTISSEUR
747,REMPLACER - BOYAUX
748,REMPLACER - ÉTRIER AVANT,REMPLACER - DISQUES AVANT,REMPLACER - PLAQUETTES AVANT
749,RECHERCHER PANNE (DIAGNOSTIQUE) - FUSIBLE
750,RECHERCHER PANNE (DIAGNOSTIQUE) - CONTRÔLE,RECHERCHER PANNE (DIAGNOSTIQUE) - ADAPTATEUR,REPROGRAMMER - MODULE MP30,RECHERCHER PANNE (DIAGNOSTIQUE) - FILAGE ÉLECTRIQUE
751,REMPLACER - BOYAUX
752,MODIFIER - GRAISSEUR,REMPLACER - AMORTISSEUR,AJUSTER - RÉSERVOIR,REMPLACER - AMORTISSEUR,REMPLACER - BOYAUX À AIR,AJUSTER - BATTERIE DU VÉHICULE
753,RECHERCHER PANNE (DIAGNOSTIQUE) - LUMIÈRE DE RECUL
754,REMPLACER - MONITEUR CAMÉRA
755,RECHERCHER PANNE (DIAGNOSTIQUE) - TRANSMISSION AUTOMATIQUE
756,RÉPARER - FIXATION
757,VÉRIFIER - BATTERIE AUXILIAIRE
758,REMPLACER - LUMIÈRE DE ROUTE
759,REMPLACER - PLAQUETTES ARRIÈRE
760,REMPLACER - PNEU AVANT
761,REMPLACER - KNUCKLE DES ROUES AVANT
762,REMPLACER - BATTERIE DU VÉHICULE
763,REMPLACER - PNEU ARRIÈRE
764,AJUSTER - LEVIER DE VITESSE
765,MODIFIER - CONVERTISSEUR DE COURANT
766,RÉPARER - SIÈGE DE VÉHICULE
767,REMPLACER - DÉMARREUR,REMPLACER - BOYAUX À SERVO-DIRECTION
768,RECHERCHER PANNE (DIAGNOSTIQUE) - BANC D'AMÉNAGEMENT,RECHERCHER PANNE (DIAGNOSTIQUE) - GAZ RÉFRIGÉRANT
769,AJUSTER - ANTENNE
770,RECHERCHER PANNE (DIAGNOSTIQUE) - GAZ RÉFRIGÉRANT,RECHERCHER PANNE (DIAGNOSTIQUE) - VENTILATEUR PLAFOND,RECHERCHER PANNE (DIAGNOSTIQUE) - INTERRUPTEUR
771,INSTALLER - PNEU ARRIÈRE
772,RÉPARER - CARROSSERIE GÉNÉRALE
773,REMPLACER - PNEU ARRIÈRE
774,RECHERCHER PANNE (DIAGNOSTIQUE) - GAZ RÉFRIGÉRANT
775,RÉPARER - BATTERIE AUXILIAIRE
776,RECHERCHER PANNE (DIAGNOSTIQUE) - CONDENSEUR
777,RECHERCHER PANNE (DIAGNOSTIQUE) - AIR DRYER
778,REMPLACER - FILAGE ÉLECTRIQUE
779,REMPLACER - FREIN COMPLET
780,RECHERCHER PANNE (DIAGNOSTIQUE) - FREIN COMPLET
781,REMPLACER - PLAQUETTES ARRIÈRE,REMPLACER - DISQUES ARRIÈRE
782,REMPLACER - DISQUES ARRIÈRE,REMPLACER - PLAQUETTES ARRIÈRE
783,REMPLACER - DISQUES AVANT
784,REMPLACER - FREIN COMPLET
785,REMPLACER - DISQUES ARRIÈRE,REMPLACER - INTAKE
786,REMPLACER - LUMIÈRE DE SCÈNE
787,REMPLACER - BATTERIE DU VÉHICULE
788,REMPLACER - AVERTISSEUR DE RECUL (BACKUP ALARM)
789,RÉPARER - ACCUMULATEUR/DRYER
790,REMPLACER - SOUPAPE À AIR
791,REPOSITIONNER - PNEU ARRIÈRE
792,REMPLACER - DISQUES AVANT
793,REPOSITIONNER - PROTECTEUR EN CAOUTCHOUC (BORDURE)
794,VÉRIFIER - BOYAUX
795,REMPLACER - POMPE À ESSENCE
796,AJUSTER - BEARING AVANT,REMPLACER - ANTENNE
797,REMPLACER - VENTILATEUR
798,REMPLACER - BATTERIE DU VÉHICULE
799,RÉPARER - FILAGE ÉLECTRIQUE
800,REMPLACER - SEAL DE PIGNON
801,REMPLACER - DISQUES ARRIÈRE
802,RECHERCHER PANNE (DIAGNOSTIQUE) - MODULE ABS
803,REMPLACER - MODULE ABS
804,LUBRIFIER/GRAISSER - THROTTLE BODY
805,REMPLACER - FUSIBLE
806,RECHERCHER PANNE (DIAGNOSTIQUE) - SABOTS AVANT
807,RECHERCHER PANNE (DIAGNOSTIQUE) - SYSTÈME DE KLAXON,REMPLACER - RÉSERVOIR,RECHERCHER PANNE (DIAGNOSTIQUE) - GYROPHARE
808,RÉPARER - BATTERIE DU VÉHICULE
809,REMPLACER - FUSIBLE,RECHERCHER PANNE (DIAGNOSTIQUE) - FUSIBLE
810,REMPLACER - CLIGNOTANT
811,REMPLACER - CAPTEUR D'OXYGÈNE
812,REMPLACER - POMPE À SERVO-DIRECTION,NETTOYER / LAVER - RÉSERVOIR,RECHERCHER PANNE (DIAGNOSTIQUE) - POMPE À SERVO-DIRECTION
813,REMPLACER - SOUPAPE D'EXPANSION (EXPANSION VALVE)
814,REMPLACER - VENTILATEUR,RECHERCHER PANNE (DIAGNOSTIQUE) - VENTILATEUR
815,REMPLACER - BARRE STABILISATRICE
816,RECHERCHER PANNE (DIAGNOSTIQUE) - FLÈCHE SIGNALÉTIQUE
817,REPROGRAMMER - BOUTON/ CONTRÔLE
818,REMPLACER - FIXATION
819,REMPLACER - VENTILATEUR DU MOTEUR
820,RECHERCHER PANNE (DIAGNOSTIQUE) - BATTERIE DU VÉHICULE,REMPLACER - BATTERIE DU VÉHICULE
821,RÉPARER - CYLINDRE
822,REMPLACER - BATTERIE DU VÉHICULE,REMPLACER - ADDITIF,REMPLACER - BEARING AVANT,REMPLACER - FREIN COMPLET
823,REMPLACER - FEUX D'ARRÊT
824,REMPLACER - THERMISTANCE
825,REMPLACER - AVERTISSEUR DE RECUL (BACKUP ALARM)
826,REMPLACER - SYSTÈME DE VENTILATEUR (MOTEUR),REMPLACER - BOYAUX,REPROGRAMMER - SYSTÈME DE BARRURE DE PORTE,INSPECTER VISUELLEMENT - POMPE À SERVO-DIRECTION,VÉRIFIER - PRISE (AUTRE)
827,REMPLACER - POULIE FOLLE
828,AJUSTER - BANC D'AMÉNAGEMENT
